ID,Species,Owner,Country.of.Origin,Farm.Name,Company,Altitude,Region,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points
689,Arabica,ipanema coffees,Brazil,fazenda rio verde,ipanema coffees,1260,south of minas,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,82.42
690,Arabica,manuel herrera juarez,Mexico,finca los barreales,,1170,veracruz,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,82.42
691,Arabica,brent hall,Honduras,,s&d coffee and tea,,,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,82.42
692,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,82.42
693,Arabica,nestor mendez gomez,Mexico,cipresal,cesmach s.c.,1560,chiapas,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,82.42
694,Arabica,jesus salazar velasco,Mexico,pante san pedro,carajillo café sa de cv,1400,san pedro cotzilnam,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,82.42
695,Arabica,"el equimite, cafetal biodinámico",Mexico,"cafetal el equimite, rancho agroecológico",,1300,coatepec,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,82.42
696,Arabica,manuel herrera juarez,Mexico,los barreales 1112lbcat_s110312,finca los barreales,1170,xalapa,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,82.42
697,Arabica,dario cesar galeana sanchez,Mexico,corral del diablo lote 1,,1300,zihuatanejo de azueta,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.42
698,Arabica,jose daniel cobilt castro,Mexico,cañada fria,,1350,veracruz,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,82.42
699,Arabica,alvaro quiros perez,Mexico,finca nextlalpa,,1150,xicotepec de juarez,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,82.42
700,Arabica,olivia hernandez virves,Mexico,santa rosa,,1250,progreso santa rosa teocelo,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,82.42
701,Arabica,finca las nieves,Mexico,fln mirador,finca las nieves,1450,fln mirador,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,82.42
702,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,442 msnm,huila,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,82.42
703,Arabica,nucoffee,Brazil,santa mariana,nucoffee,,south of minas,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,82.42
704,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1750,huila,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,82.42
705,Arabica,exportadora de cafe condor s.a,Colombia,,,1750 m.s.n.m,huila,,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,82.42
706,Arabica,bismarck castro,Honduras,los hicaques,cigrah s.a de c.v,1396,comayagua,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,82.33
707,Arabica,pedro santos e silva,Brazil,fazenda são pedro,olam,982,cerrado,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,82.33
708,Arabica,gabriel barbara,Brazil,,volcafe ltda.,,cerrado,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,82.33
709,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,934,south of minas,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,82.33
710,Arabica,"ceca, s.a.",Costa Rica,gamboa,"ceca,s.a.",1850,tarrazu,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,82.33
711,Arabica,rodrigo soto,Costa Rica,rio jorco,panamerican coffee trading,1550,tarrazu,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,82.33
712,Arabica,yunnan coffee exchange,China,yun lan coffee co. ltd,yunnan coffee exchange,1580,xishuangbanna prefecture,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,82.33
713,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1268,south of minas,Natural / Dry,8.25,7.83,7.25,8.33,8.17,08.08,10,6.67,10,7.75,82.33
714,Arabica,bourbon specialty coffees,Brazil,,bourbon specialty coffees,,chapadão de ferro (cerrado mineiro),Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,82.33
715,Arabica,juan luis alvarado romero,Guatemala,finca loma linda y anexo,exportcafe,5500 metros,huehuetenango,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,82.33
716,Arabica,afca,Malawi,utchisi mountain,mzuzu coffee planters coop union,1450 m,mzuzu,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,82.33
717,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1100,south of minas,Natural / Dry,7.75,08.08,7.67,08.08,08.08,8,10,10,6.67,8,82.33
718,Arabica,juan luis alvarado romero,Guatemala,el morito,"armajaro guatemala, s. a.",5000 ft.,jalapa,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,82.33
719,Arabica,dane loraas,Mexico,,sustainable harvest,,veracruz,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,82.33
720,Arabica,the coffee source inc.,Colombia,several,the coffee source inc.,1300,antioquia,Washed / Wet,7.42,7.33,7.5,7.17,07.08,8.33,10,10,10,7.5,82.33
721,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo cun nong yuan 國村農園,blossom valley宸嶧國際,200 m,changhua baguashan 彰化市八卦山,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33
722,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,yu jin gui 玉金櫃咖啡,blossom valley宸嶧國際,600 m,taichung xinshe 台中市新社區,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33
723,Arabica,juan luis alvarado romero,Guatemala,el morito,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,82.33
724,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1750 msnm,huila,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,82.33
725,Arabica,alfredo bojalil,Mexico,santa teresa,ecomtrading,1300,"la concordia, chiapas",Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,82.33
726,Arabica,michael gavina,Costa Rica,,"f. gaviña & sons, inc.",,central valley,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,82.33
727,Arabica,juan luis alvarado romero,Guatemala,finca el morito,finca el morito,5500-6000 psnm,jalapa,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,82.33
728,Arabica,saul m. hernandez ramirez,Mexico,tepemalacax,,441,"jaltocan, hidalgo",Natural / Dry,7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,82.33
729,Arabica,manuel herrera juarez,Mexico,finca los barreales 1112lbga7250412,finca los barreales,1170,veracruz,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,82.33
730,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,82.33
731,Arabica,nucoffee,Brazil,sitío santa luzia,nucoffee,1100m,grama valley,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,82.33
732,Arabica,maria luisa del carmen rojas narvaez,Mexico,cafetal santa maria,eczcafe fino s.a. de c.v.,1200 a 1400,santa catarina juquila,Washed / Wet,8,7.75,7.33,7.33,07.08,7.67,9.33,10,10,7.83,82.33
733,Arabica,nucoffee,Brazil,café citrus,nucoffee,950m,south of minas,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,82.33
734,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,442 msnm,huila,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,82.33
735,Arabica,klem organics,Brazil,fazendas klem ltda,klem organics coffee,1100,brazil matas de minas,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,82.25
736,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,眉泉莊園        ,宸嶧國際,,,,7,07.08,7,7.17,7,7,10,10,10,10,82.25
737,Arabica,juan luis alvarado romero,Guatemala,linda vista,mercon guatemala s.a.,1450,nuevo oriente,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,82.25
738,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1,south of minas,Natural / Dry,7.42,7.67,7.5,07.08,7.5,7.42,10,10,10,7.67,82.25
739,Arabica,consejo salvadoreño del café,El Salvador,zapato de mico,consejo salvadoreño del café,1500,apaneca,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25
740,Arabica,cadexsa,Honduras,bethel,cadexsa,1350,marcala,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,82.25
741,Arabica,afca,Malawi,kachere,mzuzu coffee planters coop union,1180m,mzuzu,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,82.25
742,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1100,south of minas,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,82.25
743,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo xing ka fei wang 國姓咖啡王咖啡莊園,blossom valley宸嶧國際,650 m,nantou,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,82.25
744,Arabica,jesus carlos cardenas valdivia,Mexico,finca huehuetecpan,,1338,veracruz,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,82.25
745,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,82.25
746,Arabica,saul m. hernandez ramirez,Mexico,omicuatla,,533,"calnali, hidalgo",Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,82.25
747,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a. / ing. jorge bolaños",4563,antigua,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,82.25
748,Arabica,manuel herrera juarez,Mexico,los barreales 1112lbgr7230412,finca los barreales,1170,veracruz,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,82.25
749,Arabica,guillermo rojas saldana,Mexico,jamaica,,1250,juquila,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,82.25
750,Arabica,adam kline,El Salvador,,atlantic specialty coffee,,,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,82.25
751,Arabica,sergio de la vequia bernardi,Mexico,chilcuatla,,1100,veracruz,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,82.25
752,Arabica,organizaciones de productores de cafe colimense,Mexico,comunidad de canoas,organizaciones de productores de cafe colimense sa de cv,900,canoas,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,82.25
753,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1750,huila,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,82.25
754,Arabica,racafe & cia s.c.a,Colombia,,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,huila,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,82.25
755,Arabica,nucoffee,Brazil,caxambu,nucoffee,,,Natural / Dry,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,82.25
756,Arabica,racafe & cia s.c.a,Colombia,,,,cauca,,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,82.25
757,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,ipanema coffees,934,south of minas,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,82.17
758,Arabica,bismarck castro,Honduras,las cuchillas,cigrah s.a de c.v,1500,comayagua,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17
759,Arabica,"bencafe, s. a.",Nicaragua,el brigadum - la coronela,"beneficiadora norteña de cafe, s. a. (bencafe)",1000,jinotega,,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17
760,Arabica,langiro farm group,"Tanzania, United Republic Of",langiro farm group,tawoca,1500-1800,ruvuma,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,82.17
761,Arabica,ibero coffee trading co (t) ltd,"Tanzania, United Republic Of",,ibero tanzania,1600,northern,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,82.17
762,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1,south of minas,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,82.17
763,Arabica,doi tung development project,Thailand,,doi tung development project,800++,thailand,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,82.17
764,Arabica,cadexsa,Honduras,bethel,cadexsa,1350,marcala,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17
765,Arabica,essencecoffee,Guatemala,blue lake,essence coffee,1500,atitlan,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,82.17
766,Arabica,bourbon specialty coffees,Brazil,,bourbon specialty coffees,,cerrado,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17
767,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",ilomba 2,tembo coffee company ltd,1700,"ilomba vilage, mbozi",Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17
768,Arabica,j.andrade,Mexico,el pino,"café andrade, s.a. de c.v.",1100,veracruz,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,82.17
769,Arabica,lusso lab,Mexico,,lusso coffee lab,1200-1600m,"la concordia, chiapas",Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17
770,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,song yue coffee 嵩岳咖啡,blossom valley宸嶧國際,1200 m,yunlin 雲林縣石壁,Other,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,82.17
771,Arabica,"lin, che-hao krude 林哲豪",Taiwan,kan tou mountain coffee 崁頭山咖啡館,"red on tree co., ltd.",800 m,"dongshan dist., tainan city 臺南市東山區",Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,82.17
772,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1750 msnm,huila,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17
773,Arabica,saul m. hernandez ramirez,Mexico,el nanchi,,1144,san bartolo tutotepec,Washed / Wet,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,82.17
774,Arabica,the coffee source inc.,Guatemala,,the coffee source inc.,1350,oriente,Washed / Wet,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,82.17
775,Arabica,salvador caro carrion,Mexico,las truchas,,1000,altotonga,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17
776,Arabica,organizaciones de productores de cafe colimense,Mexico,"la calera, barranca de la leona, el nogal",organizaciones de productores de cafe colimense sa de cv,1200,colima,Washed / Wet,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,82.17
777,Arabica,exportadora de cafe condor s.a,Colombia,,,1800 msnm,huila,,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,82.17
778,Arabica,sanjava coffee,Indonesia,various,pt. shriya artha nusantara,1300,aceh gayo,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,82.08
779,Arabica,raúl vargas,Colombia,,skn caribecafe ltda,,huila,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08
780,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,ipanema coffees,894,south of minas,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08
781,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1,south of minas,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08
782,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,"cafetalera internacional cafinter, s.a.",1200-1400 masl,tres rios,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08
783,Arabica,balam hinyula,"Tanzania, United Republic Of",ampcg,volcafe/taylorwinch tanzania ltd,1500,kilimanjaro,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08
784,Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of",ngorogoro convenant estate,ngorogoro convenant estate,1500 - 1700,ngorogoro,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,82.08
785,Arabica,cafe politico,Colombia,,cafe politico,,,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,82.08
786,Arabica,"ceca, s.a.",Costa Rica,cafetalera aquiares,"ceca,s.a.",1.3,turrialba,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,82.08
787,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,82.08
788,Arabica,"el equimite, cafetal biodinámico",Mexico,"cafetal el equimite, rancho agroecológico",,1300,coatepec,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,82.08
789,Arabica,julio perez hernandez,Mexico,,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1800,tapachula,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08
790,Arabica,rosa aurora falcon fernandez,Mexico,bola de oro,,1250,coatepec,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08
791,Arabica,royal base corporation,Vietnam,"apollo co., ltd.",royal base corporation,1040m,don duong,Natural / Dry,7.67,8,7.17,07.08,7.67,07.08,10,10,10,7.42,82.08
792,Arabica,sergio de la vequia bernardi,Mexico,tomatlancillo,,1250,veracruz,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08
793,Arabica,kona pacific farmers cooperative,United States (Hawaii),,cqi,,kona,Washed / Wet,7.33,7.5,7.33,7.58,07.08,7.83,10,10,10,7.42,82.08
794,Arabica,carcafe ltda ci,Colombia,,,1600 msnm,cauca,,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08
795,Arabica,bismarck castro,Honduras,las moras,cigrah s.a de c.v,1600,el paraíso,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82
796,Arabica,bismarck castro,Honduras,las moras,cigrah s.a de c.v,1600,guinope el paraíso,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82
797,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,944,south of minas,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82
798,Arabica,didas,"Tanzania, United Republic Of",family farm,tawoca,1500-1800,kilimanjaro,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82
799,Arabica,minwook ku,Laos,club green,kettles coffee roasters,1250m,lao p.d.r.,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82
800,Arabica,finca estate,"Tanzania, United Republic Of",finca estate,finca estate,1300- 1400,meru,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82
801,Arabica,afca,Malawi,chikali,mzuzu coffee planters coop union,2500m,mzuzu,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82
802,Arabica,"lin, che-hao krude 林哲豪",Taiwan,"you siang coffee farmtainan, taiwan 台灣台南優香咖啡","red on tree co., ltd.",600m,"dongshan dist., tainan city 臺南市東山區",Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,82
803,Arabica,doi tung development project,Thailand,,doi tung development project,800++,thailand,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82
804,Arabica,eric thormaehlen,Costa Rica,various,coricafe s.a.,1200-1400,central valley,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82
805,Arabica,beneficio santa rosa,Honduras,bsr,beneficio santa rosa s.a.,1400 m.s.n.m.,occidental,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82
806,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,1800 - 2000,huila,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82
807,Arabica,"lin, che-hao krude 林哲豪",Taiwan,gao chun fang 高醇坊,"red on tree co., ltd.",600-700 m,"dongshan dist., tainan city 臺南市東山區",Washed / Wet,7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,82
808,Arabica,owen carver,Brazil,café do paraíso,café do paraíso,894m - 1183m,"minas gerais, br",Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82
809,Arabica,jorge octavio escamilla prado,Mexico,la ceiba,,940,coscomatepec,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82
810,Arabica,nucoffee,Brazil,campo das flores,nucoffee,1000m,south of minas,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,82
811,Arabica,nucoffee,Brazil,são josé da lagoa,nucoffee,1050m,cerrado,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,82
812,Arabica,juan luis alvarado romero,Guatemala,el faro,"elfasa, s.a.",,san marcos,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,82
813,Arabica,nucoffee,Brazil,santa mariana/são vicente,nucoffee,950m,south of minas,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82
814,Arabica,felipe isaza,Guatemala,conquista / morito,coffee resources inc.,4600 ft.,oriente,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82
815,Arabica,racafe & cia s.c.a,Colombia,,,de 1.600 a 1.950 msn,huila,,7.33,7,07.08,7.42,7.5,7.67,10,10,10,8,82
816,Arabica,juan luis alvarado romero,Guatemala,la esperanza,"unex guatemala, s.a.",1901,oriente,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81.92
817,Arabica,juan luis alvarado romero,Guatemala,las delicias,"unex guatemala, s.a.",4000,santa rosa,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,81.92
818,Arabica,bismarck castro,Honduras,los hicaques,cigrah s.a de c.v,1400,comayagua,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92
819,Arabica,gabriel barbara,Brazil,santa bárbara,volcafe ltda.,1020,monte carmelo,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81.92
820,Arabica,consejo salvadoreño del café,El Salvador,la esperanza,consejo salvadoreño del café,1250,"el balsamo, quezaltepec",Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81.92
821,Arabica,juan luis alvarado romero,Guatemala,las cebollas y anexos,asociación nacional del café - anacafe -,1300 a 1800 mtrs. a nivel del mar,nuevo oriente,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92
822,Arabica,mcomafa co ltd,"Tanzania, United Republic Of",mcomafa farm no1155gr,mcomafa co. ltd,1877,mbeya,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,81.92
823,Arabica,chris finch,Nicaragua,,volcafe specialty coffee,,,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,81.92
824,Arabica,lusso lab,Zambia,mubuyu munali,lusso coffee lab,1000-1500m,mubuyu estate,Washed / Wet,7.67,07.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81.92
825,Arabica,rob tuttle,Honduras,,thrive farmers,,,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,81.92
826,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon coffee 龍咖啡,blossom valley宸嶧國際,1000 m,taichung xinshe 台中市新社區,Other,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,81.92
827,Arabica,calixto guillen vazquez,Mexico,various,"finca triunfo verde, s.c.",1300,chiapas,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81.92
828,Arabica,saul m. hernandez ramirez,Mexico,platanal,,981,"chapulhuacan, hidalgo",Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81.92
829,Arabica,saul m. hernandez ramirez,Mexico,texpanco,,690,"huazalingo, hidalgo",Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81.92
830,Arabica,juan hermilio sampieri carcamo,Mexico,la laja,,1650,veracruz,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81.92
831,Arabica,modesto landeros flores,Mexico,mata larga,,1000,fortín de las flores,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81.92
832,Arabica,nucoffee,Brazil,sitío corrego da olaria/são caetano,nucoffee,1100m,grama valley,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81.92
833,Arabica,exportadora de cafe condor s.a,Colombia,,,1600 m.s.n.m,cundinamarca,,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,81.92
834,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,"unex guatemala, s.a.",518,oriente,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81.83
835,Arabica,troy quimby,Costa Rica,estate la patricia,bold coast coffee,1900,tarrazu,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83
